Question,Answer,Notes
What is the author ID of Lei Li?,143900005,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the H-index of Lei Li?,47,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the semantic scholar author name of Lei Li?,Lei Li,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the semantic scholar url of Lei Li?,https://www.semanticscholar.org/author/143900005,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What are affiliation of Lei Li?,University of California Santa Barbara,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the paper ID of the paper Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals?,a84e98cb2d0a3624523f15eaa10c6321704526ab,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What are the external IDs of the paper Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals?,"{'DBLP': 'journals/remotesensing/LiCSZGZZZLLZZWZ23', 'DOI': '10.3390/rs15020388', 'CorpusId': 255736597}",##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the URL of the paper Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals?,https://www.semanticscholar.org/paper/a84e98cb2d0a3624523f15eaa10c6321704526ab,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
What is the abstract of the paper 'Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals'?,"The aerosol optical property products of Modern-Era Retrospective Analysis for Research and Applications, version 2 (MERRA-2) reanalysis dataset have been extensively investigated on a global or regional scale. However, the understanding of MERRA-2 aerosol component products on an extensive temporal and spatial scale is inadequate. Recently, the aerosol component products have been derived from the observations of Polarization and Directionality of the Earth’s Reflectances/Polarization and Anisotropy of Reflectance for Atmospheric Science coupled with observations from a Lidar (POLDER/PARASOL). This study presents a quantitative evaluation of the MERRA-2 reanalysis dust and black carbon (BC) column concentration using independent satellite-based aerosol component concentration retrievals. Both GRASP/Component and MERRA-2 reanalysis products can capture well the temporal variation in dust column concentration over the dust emission resource and downwind dust-dominated regions with the correlation coefficient (R) varying from 0.80 to 0.98. MERRA-2 reanalysis dust products present higher column concentration than GRASP/Component dust retrievals with relative differences of about 20~70%, except in the Taklamakan Desert and Bay of Bengal, where the relative differences can be negative. The differences in dust column concentration over the African dust regions are larger than that over the Asian dust regions. Similar temporal variations in BC column concentration are characterized by both GRASP/Component BC retrievals and MERRA-2 BC products with R of about 0.70~0.90, except in the North China Plain region. We should pay more caution with the regional applicability of MERRA-2 component products when large differences and high correlation coefficients are obtained simultaneously. The results are favorable for identifying the behavior of MERRA-2 reanalysis component estimation in a new view and demonstrate a practical application of the satellite-based component retrievals, which could make more contributions to the improvement of model estimation in the near future.",##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
In which venue was the paper 'Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals' published?,Remote Sensing,##Title: Quantitative Evaluation of Dust and Black Carbon Column Concentration in the MERRA-2 Reanalysis Dataset Using Satellite-Based Component Retrievals
